v1,v2,,,
ham,গ্রাহকদের জন্য আমি আপনাকে কল করব।," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,
ham,"হুম, সেই সময় তোমার মজা পছন্দ হয় না",,,
ham,4 মাস অর্ধেক দাম অরেঞ্জ লাইন ভাড়া এবং সর্বশেষ ক্যামেরা ফোন 4 টি বিনামূল্যে। তোমার ফোনটি 11 মাস ছিল? এখনই আপডেট করার জন্য 08000938767 নম্বরে বিনামূল্যে MobilesDirect নম্বরে কল করুন! or2stoptxt,,,
ham,"হ্যাঁ, এখনই আমার লাঞ্চ বুফে খাচ্ছি.. তুমি ইতিমধ্যেই খেয়ে ফেলেছো?",,,
ham,"হুম, এত দেরি... বন্ধুরা রাতের খাবার?",,,
ham,"আরে, তাহলে এই তো আমরা কি কেবল পাইলেটসের ভূমিকায় যাচ্ছি? নাকি কিকবক্সিং?",,,
ham,শুধু সকালেই আমি ঠিক করতে পারি।,,,
ham,,,,
ham,"হ্যাঁ, আমার মনে হয়। আমি অফিসে আছি কিন্তু আমার কোল রুমে আছে, আমার মনে হয় গত কয়েকদিন ধরে এটা চলছে। আমি এটা বন্ধ করিনি",,,
ham,,,,
spam,তোমাকে প্রায় ৭.৩০ টায় নিয়ে আসবো? কয়টা বাজে আর ওটা চলবে?,,,
ham,,,,
ham,এরপর থেকে পারফর্মেন্স অ্যাওয়ার্ড প্রতি দুই মাস অন্তর গণনা করা হয়। বর্তমান এক মাসের জন্য নয়..,,,
ham,,,,
ham,আসলে ঘুমাচ্ছিলাম এবং এখনও যখন তুমি ফোন করবে তখনও আসতে পারে। তাহলে একটা টেক্সট হল ৮। তুমি অসাধারণ বোন। ঘুম থেকে ওঠার পর তোমাকে একটা টেক্সট পাঠাবো।,,,
ham,,,,
ham,"তুমি সবসময় তোমার ব্যবসার কথা প্রচার করো। তুমি ফেসবুকে তোমার গাধার ছবি দিয়েছো। তুমি আমার দেখা সবচেয়ে খোলামেলা মানুষদের একজন। কেন ভাববো তোমার ঘরের ছবি তোমাকে কষ্ট দেবে, তোমাকে লঙ্ঘিত করবে।",,,
ham,,,,
spam,"শুভ সন্ধ্যা স্যার, আল সালাম ওয়ালেক্কুম। একটা খুশির খবর শেয়ার করছি। ঈশ্বরের কৃপায়, আমি টেইসের কাছ থেকে একটা অফার পেয়েছি।",,,
ham,"ইয়ার, টিসকো আর আমি যোগ দিয়েছি। আশা করি তুমি ভালো আছো। ইনশাআল্লাহ, কখনো দেখা হবে। রাকেশ, ভারত থেকে আগত অতিথি।",,,
ham,হুম...কে...কিন্তু আমি দ্রুত ফিল্ড পরিবর্তন করতে চাই দা:-)আমি সিস্টেম অ্যাডমিনিস্ট্রেটর অথবা নেটওয়ার্ক অ্যাডমিনিস্ট্রেটর পেতে চাই..,,,
ham,"পলির জন্য প্রথমে ৮৭১৩১ নম্বরে বিনামূল্যে রিংটোন টেক্সট করুন অথবা ট্রু টোনের জন্য ৮৭১৩১ নম্বরে GET টেক্সট করুন! সাহায্য? ০৮৪৫ ২৮১৪০৩২ ১৬ প্রথম ফ্রির পরে, টোন ৩xå£১৫০pw এবং শেষ করার জন্য txt স্টপ",,,
ham,প্রিয় চেচি কেমন আছো? তুমি কি তার সাথে কথা বলেছ,,,
ham,চুলের ক্রিম পাঠানো হয়নি।,,,
ham,তুমি এখানে না আসা পর্যন্ত এর কিছুই ঘটছে না,,,
ham,"হ্যাঁ, দারুন লক্সাহাটিচি ক্রিসমাস ট্রি পুড়ে যাচ্ছে &lt;#&gt; এক ঘন্টার মধ্যে শুরু হবে",,,
spam,"হা হা, গাড়ি চালিয়ে আমাদের কাছে যেতে অভ্যস্ত হও, আমি অনেক পাথরবাজদের চিনি",,,
ham,আমার প্রিয় বন্ধুদের সাথে আজ বিকেলে একটু খারাপ ক্লাস পর্যন্ত সব ঠিক ছিল! আশা করি ছুটি ঠিক আছে। কফি ভালো হবে কারণ আগামীকাল দেরি করে থাকতে পারব না। সবসময়ের মতো একই সময় + জায়গা?,,,
ham,হ্যালো! শুভ সপ্তাহ? পরে কিছু পান করতে চান?,,,
spam,বাসটপের দিকে যাচ্ছি,,,
ham,"বার্তা: কিছু লেখা নেই* প্রেরক: নাম নেই* *নম্বর নেই *প্রেরিত: তারিখ নেই *তোমাকে অনেক কিছু মনে হচ্ছে, তাই সবকিছুই নেই fullonsms.com এর মাধ্যমে পাঠানো হয়েছে",,,
ham,কোনও সময়ে আমাদের ঘরে আসুন যাতে আমরা এই সপ্তাহান্তের পরিকল্পনাটি ঠিক করতে পারি,,,
ham,কারণ আমি চাই এটা তোমার জিনিস হোক,,,
ham,"ঠিক আছে... আমিও যাব ইয়ান জিউ... আমরা ard oso, go cine den go mrt one এড়িয়ে যেতে পারি, blah blah blah...",,,
ham,বাড়িতে কিছু Wendy আনুন =D,,,
ham,100 ডেটিং পরিষেবা ক্যাল;l 09064012103 box334sk38ch,,,
ham,হোয়াটসঅ্যাপ। তুমি ঘুমাতে চাও না,,,
ham,ঠিক আছে আমার এখন একটি নতুন লক্ষ্য আছে,,,
ham,আমাদের £250 সাপ্তাহিক প্রতিযোগিতায় বিনামূল্যে প্রবেশের জন্য এখনই 80086 নম্বরে WIN শব্দটি টেক্সট করুন। ১৮ টি শর্তাবলী www.txttowin.co.uk,,,
ham,"ঠিক আছে, আমি কয়েক মিনিটের মধ্যে বেরিয়ে আসছি, আমাকে টেক্সট করুন কোথায় আপনার সাথে দেখা করতে হবে",,,
ham,আপনার প্রেমিকের একটি লোগো পাঠান - একটি হৃদয় দিয়ে যুক্ত দুটি নাম। LOVE NAME1 NAME2 MOBNO যেমন LOVE ADAM EVE 07123456789 লিখে 87077 নম্বরে Yahoo! POBox36504W45WQ লিখে 4 কোনও বিজ্ঞাপন নেই 150p,,,
ham,হ্যাঁ :) গত সপ্তাহ থেকেই আমি লাইভ কল নিচ্ছি।,,,
spam,কেউ আমাদের ডেটিং পরিষেবার সাথে যোগাযোগ করেছে এবং আপনার ফোনে প্রবেশ করেছে কারণ তারা আপনাকে পছন্দ করেছে! কে এটি জানতে ল্যান্ডলাইন থেকে কল করছে 09111032124 . PoBox12n146tf150p,,,
ham,শিভা হোস্টেলে আছে আহা:-।,,,
ham,জরুরি! আপনার মোবাইল নম্বরটি å£2000 পুরষ্কারের গ্যারান্টি সহ পুরষ্কার প্রদান করা হয়েছে। ল্যান্ড লাইন থেকে ০৯০৫৮০৯৪৪৫৫ নম্বরে কল করুন। দাবি ৩০৩০। শুধুমাত্র ১২ ঘন্টা বৈধ,,,
ham,এটি আপনার বন্ধুদের কাছে পাঠান এবং আপনার কণ্ঠস্বর সম্পর্কে কিছু পান..... আমার কথা বলার ভঙ্গি কেমন? ১.শিশুসুলভ ২.দুষ্টুমি ৩.অনুভূতি ৪.উগ্র ৫.ভঙ্গিতে ভরা ৬.রোমান্টিক ৭.লাজুক ৮.আকর্ষণীয় ৯.মজার &lt;#&gt; .বিরক্তিকর &lt;#&gt; .ভালোবাসাজনক। আমাকে উত্তর দিন..,,,
ham,ঠিক আছে। সে ঠিক হয়ে যাবে। আমার মনে হয়,,,
spam,আথি..তুমি কোথায় আছো প্রিয়..,,,
ham,প্রস্রাব করার সময় আর কোন ব্যথা হচ্ছে?,,,
ham,৭ এসপ্ল্যানেডে.. আজ আমার কাছে কোন গাড়ি নেই বলে আমাকে লিফট দিতে কিছু মনে করবেন না..,,,
ham,আমি জরুরিভাবে একটি BMW গাড়ি কিনতে চাই..এটি খুব জরুরি। কিন্তু আমার কাছে '#&gt;#&gt; এর ঘাটতি আছে। লক্ষ লক্ষ. এই প্রশ্নটি করার কোনও উৎস নেই। <#> লক্ষ লক্ষ.. এটাই আমার সমস্যা,,,
ham,বাড়িতে টিভি দেখছি।,,,
ham,সে কি সাধারণত হ্যাঁ বা না প্রশ্নের উত্তর দিতে পনের মিনিট সময় নেয়?,,,
ham,অভিনন্দন! Nokia 3650 ভিডিও ক্যামেরা ফোনটি তোমার। 09066382422 কলের দাম 150ppm Ave কল 3 মিনিট মোবাইল থেকে আলাদা 16+ বন্ধ 300603 পোস্ট BCM4284 Ldn WC1N3XX,,,
ham,পোঙ্গালের টিকিট বুক করেছেন?,,,
ham,তুমি এখন পাচ্ছো? আমি হিলসবারোতে আছি এবং <#>,,,
ham,প্রেরিত বার্তাটি <#> ডলার চাইছে। আমি কি <#> অথবা <#> ?,,,
ham,"জি অথবা আইওরিকে জিজ্ঞাসা করো, আমি গল্পটা দশবার বলেছি",,,
ham,আপেলের বীতে কতক্ষণ সময় লাগে,,,
ham,"হাই আশা করি তুমি এই টেক্সটটা পাবে ~ যাত্রা এখনও জিডি হয়নি, এখন প্রায় ৫০ মিনিট দেরি হয়ে গেছে আমার মনে হয়।",,,
spam,কিন্তু আমাকে করতেই হবে। আমি ভালোবাসা এবং ব্যবস্থা করতে পছন্দ করি।,,,
ham,হ্যাঁ..সে সত্যিই দুর্দান্ত..ভাজি ক্যালিসকে শচীনের পর বিশ্বের সেরা ক্রিকেটার বলেছিলেন :). বের হওয়া খুব কঠিন।,,,
ham,তোমার তো আমাকে জাগানোর কথা ছিল >:(,,,
ham,ওই... আমিও তাকে দেখেছি কিন্তু আমি তো সে আমাকে চিনতে পারিনি... আমি একটা গ্রুপ খুঁজে পেয়েছি liao...,,,
ham,"দুঃখিত, আমি পরে ফোন করব",,,
ham,"\হে হে বানররা বলে আমরা বানর! কেমন সুন্দর তুমি কেমন আছো? আমি নিজেই জোবিয়েত সসেজ আবিষ্কার করেছি? জেন XXX কে ভালোবাসি\""""",,,
ham,"দুঃখিত, আমার ব্যাটারি শেষ হয়ে গেছে, আমি আসতে পারি কিন্তু আমি আপাতত মাত্র এক গ্রাম পাচ্ছি, তোমার জায়গা কোথায়?",,,
ham,"খুব ভালো হয়েছে, ব্লিমে, ব্যায়াম, হ্যাঁ, আমার মনে আছে কি, হুম।",,,
ham,আমি একাগ্রতা পাবো না প্রিয় তুমি জানো তুমিই আমার মন এবং সবকিছু :-),,,
ham,হা হা ... তুমি কি নতুন বছরের জন্য পরিকল্পনা করেছ?,,,
spam,১০ মিনিট পরে k...,,,
ham,অনেক ধন্যবাদ!,,,
spam,আশা করি আজ তোমার দিনটা ভালো কেটেছে,,,
spam,K:)k:) তুমি কোন কোন তথ্য স্থানান্তর করতে চাও? যথেষ্ট নয়?,,,
ham,"ঠিক আছে, আমি তাকে বাইরে থাকতে বলব। হ্যাঁ, এটা কঠিন ছিল কিন্তু আমরা আশাবাদী যে এই মাসে পরিস্থিতির উন্নতি হবে।",,,
ham,,,,
ham,"যেকোনো উদ্দেশ্যে ঋণ £৫০০ - £৭৫,০০০। বাড়ির মালিক + ভাড়াটেদের স্বাগত। আপনাকে কি আগে প্রত্যাখ্যান করা হয়েছিল? আমরা এখনও সাহায্য করতে পারি। ০৮০০ ১৯৫৬৬৬৯ নম্বরে বিনামূল্যে কল করুন অথবা 'সাহায্য' লিখে টেক্সট করুন",,,
ham,,,,
ham,হ্যাঁ হ্যাঁ। আমার মনে হয় আমি ওই ওরিও ট্রাফলগুলি তৈরি করব।,,,
ham,,,,
spam,"অ্যামি ইউরেকে দেখো একজন সুন্দরী, বুদ্ধিমান মহিলা এবং আমি তোমাকে অনেক পছন্দ করি। আমি জানি তুমি আমাকে পছন্দ করো না, তাই চিন্তা করো না।",,,
ham,,,,
spam,আমি আশা করি তুমি ধারাবাহিকভাবে বুদ্ধিমান এবং দয়ালু হওয়ার ফল। তাকে অনুশীলন লিঙ্ক সম্পর্কে জিজ্ঞাসা করা শুরু করো এবং কান খোলা রাখো এবং শুভকামনা। ttyl,,,
ham,"১.২০ কল খরচ। যা আমার মনে হয় খারাপ নয়। মিস ইয়া, তোমাকে দরকার, তোমাকে চাই, তোমাকে ভালোবাসি",,,
spam,একটি ভিন্ন অনুভূতির মধ্য দিয়ে যাচ্ছি,,,
ham,সিদ্ধান্তে দ্বিধাগ্রস্ত হওয়া এবং একই সাথে মানিয়ে নেওয়া একই ব্যক্তি। সময় আমার বিশ্বাস সবকিছু ঠিক করে দেবে।,,,
spam,,,,
ham,"তুমি কোথায় গিয়েছিলে? আমার ফোনটা মরে যাবে, তোমাকে এখানেই থাকতে হবে",,,
ham,,,,
ham,দারুন। এর চেয়ে ভালো আর কখনও হয়নি। প্রতিটি দিন ঈশ্বরকে ধন্যবাদ জানানোর আরও অনেক কারণ,,,
ham,"UpgrdCentre Orange গ্রাহক, তুমি এখন তোমার আনুগত্যের জন্য তোমার বিনামূল্যের ক্যামেরা ফোন আপগ্রেড দাবি করতে পারো। এখনই 0207 153 9153 নম্বরে কল করো। অফারটি 26শে জুলাই শেষ হবে। শর্তাবলী প্রযোজ্য। অপ্ট-আউট উপলব্ধ",,,
ham,"দুঃখিত, আমি পরে ফোন করব ঠিক আছে বিদায়",,,
ham,,,,
ham,ঠিক আছে আমি রেলপথে যাচ্ছি,,,
ham,দারুণ রাজকুমারী! আমি মৌখিকভাবে দেওয়া এবং গ্রহণ করতে ভালোবাসি। ডগি স্টাইল আমার প্রিয় অবস্থান। তুমি কেমন আছো? আমি প্রতি রাতে <#> বার প্রেম করতে উপভোগ করি :),,,
ham,ওরা রাস্তায় জিনিসপত্র পিচ্ছিল না হওয়ার জন্য রাস্তায় রাখে না?,,,
spam,,,,
ham,তুমি কখন তোমার সাইকেল চালাবে?,,,
ham,"হ্যাঁ, কোন প্রয়োজন নেই। আমি ৪টা বৃষ্টিতে ২টা থামার জন্য অপেক্ষা করবো।",,,
ham,অনেক কোম্পানি আছে। ভাষাটা বলো।,,,
ham,"okmail: প্রিয় ডেভ, তোমার ৪* টেনেরিফ হলিডে অথবা #৫০০০ ক্যাশ অ্যাওয়ার্ড সংগ্রহ করার জন্য এটা তোমার শেষ নোটিশ! ল্যান্ডলাইন থেকে ০৯০৬১৭৪৩৮০৬ নম্বরে কল করো। TCs SAE Box326 CW25WX ১৫০ppm",,,
ham,"তুমি চিৎকার করে কতদিন হয়ে গেল, রাজকুমারী?",,,
ham,"কিছুই না। আমি বলতে চাইছিলাম যে একবার টাকা এখানে তোমার অ্যাকাউন্টে প্রবেশ করলে, ব্যাংক তার ফ্ল্যাট রেট সরিয়ে ফেলবে। কেউ আমার অ্যাকাউন্টে &lt;#&gt; ট্রান্সফার করেছে এবং &lt;#&gt; ডলার সরিয়ে ফেলা হয়েছে। তাই ব্যাংক ভিন্ন এবং চার্জও ভিন্ন। নিশ্চিত করুন যে তুমি যে ৯ja ব্যক্তিকে অ্যাকাউন্টের বিবরণ পাঠাচ্ছ তাকে বিশ্বাস করো কারণ...",,,
ham,আজ রাতে দুজনকে কাজ করতে চান? সত্যিকারের ডগিং লোকেশন সরাসরি আপনার মোবাইলে পাঠাতে চান? 69888Nyt. ec2a নম্বরে MOAN টেক্সট করে যুক্তরাজ্যের বৃহত্তম ডগিং নেটওয়ার্কে যোগদান করুন। 31p.msg@150p,,,
ham,ভাঙা হৃদয়ের একজনের কথায় সুন্দর একটা লাইন - দয়া করে আমার সামনে আর একবার কাম করো না... অন্যথায় আবারও আমি তোমাকে বিশ্বাস করব... ভালো 9t :),,,
ham,ঠিক আছে আমি পনেরো মিনিটের মধ্যে ইউএসএফ-এ যাব,,,
ham,,,,
ham,ভালোবাসি আথি..ভালোবাসি তোমাকে অনেক..,,,
ham,,,,
ham,টেনশন আহ? কী মাচি? কোন সমস্যা?,,,
ham,,,,
ham,"কে, তোমার কাজ শেষ হলে আমি কি আর অষ্টম নিতে পারি?",,,
ham,,,,
ham,তোমরা কখন ফিরবে? জি বললে তুমি এমসিআর-এর জন্য না থাকার কথা ভাবছিলে,,,
ham,,,,
ham,"প্রায় এসে গেছি, এক সেকেন্ডের মধ্যে দেখা হবে",,,
ham,"ইয়ো কার্লোস, কয়েকজন বন্ধু ইতিমধ্যেই তোমার সম্পর্কে জিজ্ঞাসা করছে, তুমি এই সপ্তাহান্তে কাজ করছো?",,,
ham,,,,
ham,টিভি দেখছো...,,,
spam,,,,
ham,ধন্যবাদ সোনা! আসল জিনিসটা দেখার জন্য আমি অপেক্ষা করতে পারছি না...,,,
ham,,,,
ham,তোমার ফেসবুক জ্যাকওয়ান থাগলিফ ফ্যালকনার্ফে পরিবর্তন করা উচিত,,,
ham,যদি আমরা জিতি তাহলে অনেকদিন ধরে এটা সত্যিই ১ নম্বর দল।,,,
ham,,,,
ham,"বিনামূল্যে বার্তা এই বার্তার উত্তরে ""FREE"" শব্দটি ব্যবহার করে আপনার ৫০০টি বিনামূল্যের টেক্সট বার্তা সক্রিয় করুন। শর্তাবলীর জন্য, www.07781482378.com দেখুন।",,,
ham,প্রিয় রেলওয়ে পৌঁছেছে। তোমার কী হবে?,,,
ham,"মানের উপর নির্ভর করে। যদি তুমি আমার পাঠানো টাইপটি চাও, তাহলে প্রায় ৬টি। যদি তুমি র‍্যালফ চাও, তাহলে হয়তো ২টি",,,
ham,"আমার মনে হয় আমি ঠিক করে ফেলেছি, তাহলে কি তুমি একটি পরীক্ষামূলক বার্তা পাঠাতে পারো?",,,
ham,"দুঃখিত ভাই, আমার অ্যাকাউন্ট শুষ্ক, অথবা আমি করব, যদি তুমি চাও আমরা অর্ধেক ফেরত দিতে পারি অথবা আমি আমার ক্রেডিট কার্ড দিয়ে কিছু জিনিস কিনতে পারি",,,
ham,"অভিনন্দন! ২টির জন্য ১ বছরের বিশেষ সিনেমা পাস তোমার। এখনই ০৯০৬১২০৯৪৬৫ নম্বরে কল করো! C Suprman V, Matrix3, StarWars3, ইত্যাদি ৪টি বিনামূল্যে! bx420-ip4-5we. দুপুর ১৫০টা। মিস করবেন না!",,,
spam,"দুঃখিত, মিটিংয়ে আমি পরে ফোন করব",,,
ham,পুনর্মিলনের কোন ক্লাস?,,,
ham,তুমি কি এখন ফ্রি আছো? আমি কি এখন ফোন করতে পারি?,,,
spam,,,,
ham,বুঝলাম... কখন?,,,
ham,,,,
ham,"না... মনে হচ্ছে সোমবারে যাব... দুঃখিত, আমি এত দেরিতে উত্তর দিয়েছি",,,
spam,তাদের মধ্যে কেউ কেউ বলেছে যে অ্যাকসেন্টার নিশ্চিত নয়। এটা কি সত্যি।,,,
ham,,,,
ham,"কেট জ্যাকসন ৭টার আগে রিক সেন্টার, তাই না?",,,
ham,,,,
ham,প্রিয় আমার কাছে পৌঁছানোর জায়গা আছে,,,
ham,,,,
ham,"পৃথিবীর সাথে লড়াই করা সহজ, তুমি হয় জিতবে অথবা হারবে কিন্তু তোমার কাছের কারো সাথে লড়াই করা কঠিন যদি তুমি হেরে যাও - তুমি হেরে যাও যদি তুমি জিতো - তবুও হেরে যাও।",,,
ham,,,,
spam,কখন Ì_ বেরিয়ে আসতে পারবে?,,,
spam,,,,
spam,নিউরোলজিস্টের সাথে যোগাযোগ করুন।,,,
ham,,,,
ham,হাহাহা। আমি মাছ থেকে জলে গিয়েছিলাম..?,,,
ham,,,,
ham,+123 অভিনন্দন - এই সপ্তাহের প্রতিযোগিতার ড্রতে তুমি å£1450 পুরস্কার জিতেছ দাবি করার জন্য শুধু 09050002311 b4280703 নম্বরে কল করুন। শর্তাবলী/স্টপ এসএমএস করুন ০৮৭১৮৭২৭৮৬৮। ১৮ জনের বেশি মাত্র ১৫০ পিপিএম,,,
spam,"না, গাড়িতে অপেক্ষা করছি, বিরক্ত লাগছে। কারণ বাইরে অপেক্ষা করার কিছু নেই। বাড়িতে আমার কাজ করতে পারি বা টিভি দেখতে পারি।",,,
ham,"হয়তো ওয়েস্টশোর অথবা হাইড পার্ক ভিলেজ, আমার বাড়ির কাছের জায়গা?",,,
ham,"তোমার এখন জানা উচিত। তাহলে অ্যান্থনি কেমন আছে? তুমি কি টাকা আনছো? আমার স্কুলের ফি, ভাড়া ইত্যাদি দিতে হবে। এজন্যই আমার তোমার সাহায্যের প্রয়োজন। একজন অভাবী বন্ধু....",,,
ham,এর তাৎপর্য কী?,,,
ham,আমার সম্পর্কে তোমার মতামত? ১. ওভার ২. জাদা ৩. কুসরুথি ৪. লাভজনক ৫. নীরব ৬. স্পেল চরিত্র ৭. পরিণত নয় ৮. স্টাইলিশ ৯. সিম্পল প্লিজ রিপ্লাই..,,,
ham,"৮. এখন, যদি তুমি কিছু গোলাবারুদ সংগ্রহ করতে পারো এবং নতুন এ কে একবার চেষ্টা করে দেখতে চাও, তাহলে আমি এখনও আছি।",,,
ham,প্রভা..আমি সোরিদা..সত্যিই..আমি আন্তরিকভাবে দুঃখিত,,,
ham,হাহা ঠিক আছে তুমি ক্ষমা করে দিও :),,,
ham,না..শুধুমাত্র পরিবর্তন করো..,,,
spam,"আপনার জন্য সর্বশেষ নকিয়া ফোন, একটি ৪০ জিবি আইপড এমপিথ্রি প্লেয়ার অথবা একটি £৫০০ পুরস্কারের নিশ্চয়তা! টেক্সট করুন: সংগ্রহ করুন নম্বর: ৮৩৩৫৫! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,
ham,S:)তার জন্য কোন প্রতিযোগিতা নেই।,,,
ham,১৫০ পেন্সের জন্য বোল্টব্লু টোন উত্তর দিন POLY# অথবা MONO# যেমন POLY3 ১. চা চা স্লাইড ২. হ্যাঁ ৩. স্লো জ্যাম ৬. টক্সিক ৮. কাম উইথ মি অথবা স্টপ আরও ৪ টি টোন txt আরও,,,
ham,আপনার ক্রেডিট http://www.bubbletext.com এর জন্য টপ আপ করা হয়েছে আপনার রিনিউয়াল পিন হল tgxxrz,,,
spam,"এইভাবে শনিবার রাতের তুলনায় পরিবহনে কম সমস্যা হয়। যাইহোক, আপনি যদি আমার জন্মদিনে যোগদানের জন্য n কে জিজ্ঞাসা করতে চান, তাহলে নির্দ্বিধায় থাকুন। তবে শুক্রবার বুকিং করার সময় নির্দিষ্ট নম্বর জানা প্রয়োজন।",,,
